Selected	index	ID	LINcode (N. gonorrhoeae cgMLST v2)	LINcode (N. gonorrhoeae cgMLST v2)[10]	LINcode (N. gonorrhoeae cgMLST v2)[1]	LINcode (N. gonorrhoeae cgMLST v2)[2]	LINcode (N. gonorrhoeae cgMLST v2)[3]	LINcode (N. gonorrhoeae cgMLST v2)[4]	LINcode (N. gonorrhoeae cgMLST v2)[5]	LINcode (N. gonorrhoeae cgMLST v2)[6]	LINcode (N. gonorrhoeae cgMLST v2)[7]	LINcode (N. gonorrhoeae cgMLST v2)[8]	LINcode (N. gonorrhoeae cgMLST v2)[9]	country	isolate	year
	941	136491	0_0_36_4_29_0_0_0_0_0_0	0_0_36_4_29_0_0_0_0_0	0	0_0	0_0_36	0_0_36_4	0_0_36_4_29	0_0_36_4_29_0	0_0_36_4_29_0_0	0_0_36_4_29_0_0_0	0_0_36_4_29_0_0_0_0	Uganda	UG275	
	942	136492	0_0_33_49_3_0_0_0_1_0_0	0_0_33_49_3_0_0_0_1_0	0	0_0	0_0_33	0_0_33_49	0_0_33_49_3	0_0_33_49_3_0	0_0_33_49_3_0_0	0_0_33_49_3_0_0_0	0_0_33_49_3_0_0_0_1	Uganda	UG276	
	943	136493	1_0_0_0_13_0_0_0_0_0_0	1_0_0_0_13_0_0_0_0_0	1	1_0	1_0_0	1_0_0_0	1_0_0_0_13	1_0_0_0_13_0	1_0_0_0_13_0_0	1_0_0_0_13_0_0_0	1_0_0_0_13_0_0_0_0	Uganda	UG277	
	944	136494	0_2_55_4_1_0_0_0_0_0_0	0_2_55_4_1_0_0_0_0_0	0	0_2	0_2_55	0_2_55_4	0_2_55_4_1	0_2_55_4_1_0	0_2_55_4_1_0_0	0_2_55_4_1_0_0_0	0_2_55_4_1_0_0_0_0	Uganda	UG279	
	945	136495	0_26_0_0_0_0_0_0_0_0_0	0_26_0_0_0_0_0_0_0_0	0	0_26	0_26_0	0_26_0_0	0_26_0_0_0	0_26_0_0_0_0	0_26_0_0_0_0_0	0_26_0_0_0_0_0_0	0_26_0_0_0_0_0_0_0	Uganda	UG280	
	946	136496	0_2_55_3_1_1_0_0_0_0_0	0_2_55_3_1_1_0_0_0_0	0	0_2	0_2_55	0_2_55_3	0_2_55_3_1	0_2_55_3_1_1	0_2_55_3_1_1_0	0_2_55_3_1_1_0_0	0_2_55_3_1_1_0_0_0	Uganda	UG281	
	947	136497	0_9_0_5_13_0_0_0_0_0_0	0_9_0_5_13_0_0_0_0_0	0	0_9	0_9_0	0_9_0_5	0_9_0_5_13	0_9_0_5_13_0	0_9_0_5_13_0_0	0_9_0_5_13_0_0_0	0_9_0_5_13_0_0_0_0	Uganda	UG283	
	948	136498	0_0_23_15_3_0_0_0_0_0_0	0_0_23_15_3_0_0_0_0_0	0	0_0	0_0_23	0_0_23_15	0_0_23_15_3	0_0_23_15_3_0	0_0_23_15_3_0_0	0_0_23_15_3_0_0_0	0_0_23_15_3_0_0_0_0	Uganda	UG284	
	949	136499	0_16_4_0_21_0_0_0_0_0_0	0_16_4_0_21_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_21	0_16_4_0_21_0	0_16_4_0_21_0_0	0_16_4_0_21_0_0_0	0_16_4_0_21_0_0_0_0	Uganda	UG285	
	950	136500	0_0_33_49_3_0_0_0_1_1_0	0_0_33_49_3_0_0_0_1_1	0	0_0	0_0_33	0_0_33_49	0_0_33_49_3	0_0_33_49_3_0	0_0_33_49_3_0_0	0_0_33_49_3_0_0_0	0_0_33_49_3_0_0_0_1	Uganda	UG286	
	951	136501	0_0_23_15_11_0_0_0_0_0_0	0_0_23_15_11_0_0_0_0_0	0	0_0	0_0_23	0_0_23_15	0_0_23_15_11	0_0_23_15_11_0	0_0_23_15_11_0_0	0_0_23_15_11_0_0_0	0_0_23_15_11_0_0_0_0	Uganda	UG287	
	952	136502	1_1_34_5_1_0_0_0_0_0_0	1_1_34_5_1_0_0_0_0_0	1	1_1	1_1_34	1_1_34_5	1_1_34_5_1	1_1_34_5_1_0	1_1_34_5_1_0_0	1_1_34_5_1_0_0_0	1_1_34_5_1_0_0_0_0	Uganda	UG289	
	953	136503	1_1_34_9_1_0_0_0_0_0_0	1_1_34_9_1_0_0_0_0_0	1	1_1	1_1_34	1_1_34_9	1_1_34_9_1	1_1_34_9_1_0	1_1_34_9_1_0_0	1_1_34_9_1_0_0_0	1_1_34_9_1_0_0_0_0	Uganda	UG293	
	954	136504	0_16_0_1_35_0_0_0_0_0_0	0_16_0_1_35_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_35	0_16_0_1_35_0	0_16_0_1_35_0_0	0_16_0_1_35_0_0_0	0_16_0_1_35_0_0_0_0	Uganda	UG294	
	955	136505	0_0_33_139_0_0_0_0_0_0_0	0_0_33_139_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_139	0_0_33_139_0	0_0_33_139_0_0	0_0_33_139_0_0_0	0_0_33_139_0_0_0_0	0_0_33_139_0_0_0_0_0	Uganda	UG295	
	956	136506	0_0_33_129_1_0_0_0_0_0_0	0_0_33_129_1_0_0_0_0_0	0	0_0	0_0_33	0_0_33_129	0_0_33_129_1	0_0_33_129_1_0	0_0_33_129_1_0_0	0_0_33_129_1_0_0_0	0_0_33_129_1_0_0_0_0	Uganda	UG297	
	957	136507	0_0_23_15_7_0_0_0_0_0_0	0_0_23_15_7_0_0_0_0_0	0	0_0	0_0_23	0_0_23_15	0_0_23_15_7	0_0_23_15_7_0	0_0_23_15_7_0_0	0_0_23_15_7_0_0_0	0_0_23_15_7_0_0_0_0	Uganda	UG298	
	958	136508	0_0_33_147_0_0_0_0_0_0_0	0_0_33_147_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_147	0_0_33_147_0	0_0_33_147_0_0	0_0_33_147_0_0_0	0_0_33_147_0_0_0_0	0_0_33_147_0_0_0_0_0	Uganda	UG299	
	959	136509	1_1_34_0_6_0_0_0_0_0_0	1_1_34_0_6_0_0_0_0_0	1	1_1	1_1_34	1_1_34_0	1_1_34_0_6	1_1_34_0_6_0	1_1_34_0_6_0_0	1_1_34_0_6_0_0_0	1_1_34_0_6_0_0_0_0	Uganda	UG300	
	960	136510	0_0_33_142_0_0_0_0_0_0_0	0_0_33_142_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_142	0_0_33_142_0	0_0_33_142_0_0	0_0_33_142_0_0_0	0_0_33_142_0_0_0_0	0_0_33_142_0_0_0_0_0	Uganda	UG301	
	961	136511	1_0_0_2_3_0_0_0_0_1_0	1_0_0_2_3_0_0_0_0_1	1	1_0	1_0_0	1_0_0_2	1_0_0_2_3	1_0_0_2_3_0	1_0_0_2_3_0_0	1_0_0_2_3_0_0_0	1_0_0_2_3_0_0_0_0	Uganda	UG302	
	962	136512	0_9_0_5_10_2_0_0_0_1_0	0_9_0_5_10_2_0_0_0_1	0	0_9	0_9_0	0_9_0_5	0_9_0_5_10	0_9_0_5_10_2	0_9_0_5_10_2_0	0_9_0_5_10_2_0_0	0_9_0_5_10_2_0_0_0	Uganda	UG303	
	963	136513	0_0_33_143_0_0_0_0_0_0_0	0_0_33_143_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_143	0_0_33_143_0	0_0_33_143_0_0	0_0_33_143_0_0_0	0_0_33_143_0_0_0_0	0_0_33_143_0_0_0_0_0	Uganda	UG304	
	964	136514	0_0_33_53_6_0_0_0_0_0_0	0_0_33_53_6_0_0_0_0_0	0	0_0	0_0_33	0_0_33_53	0_0_33_53_6	0_0_33_53_6_0	0_0_33_53_6_0_0	0_0_33_53_6_0_0_0	0_0_33_53_6_0_0_0_0	Uganda	UG305	
	965	136515	0_16_9_5_0_0_0_0_0_0_0	0_16_9_5_0_0_0_0_0_0	0	0_16	0_16_9	0_16_9_5	0_16_9_5_0	0_16_9_5_0_0	0_16_9_5_0_0_0	0_16_9_5_0_0_0_0	0_16_9_5_0_0_0_0_0	Uganda	UG306	
	966	136516	0_0_36_11_0_0_0_0_0_0_0	0_0_36_11_0_0_0_0_0_0	0	0_0	0_0_36	0_0_36_11	0_0_36_11_0	0_0_36_11_0_0	0_0_36_11_0_0_0	0_0_36_11_0_0_0_0	0_0_36_11_0_0_0_0_0	Uganda	UG308	
	967	136517	0_9_0_5_9_0_0_0_0_1_0	0_9_0_5_9_0_0_0_0_1	0	0_9	0_9_0	0_9_0_5	0_9_0_5_9	0_9_0_5_9_0	0_9_0_5_9_0_0	0_9_0_5_9_0_0_0	0_9_0_5_9_0_0_0_0	Uganda	UG309	
	968	136518	0_0_33_128_1_0_0_0_0_0_0	0_0_33_128_1_0_0_0_0_0	0	0_0	0_0_33	0_0_33_128	0_0_33_128_1	0_0_33_128_1_0	0_0_33_128_1_0_0	0_0_33_128_1_0_0_0	0_0_33_128_1_0_0_0_0	Uganda	UG310	
	969	136519	0_16_12_0_1_0_0_0_0_0_0	0_16_12_0_1_0_0_0_0_0	0	0_16	0_16_12	0_16_12_0	0_16_12_0_1	0_16_12_0_1_0	0_16_12_0_1_0_0	0_16_12_0_1_0_0_0	0_16_12_0_1_0_0_0_0	Uganda	UG311	
	970	136520	1_0_0_2_3_0_0_0_0_0_0	1_0_0_2_3_0_0_0_0_0	1	1_0	1_0_0	1_0_0_2	1_0_0_2_3	1_0_0_2_3_0	1_0_0_2_3_0_0	1_0_0_2_3_0_0_0	1_0_0_2_3_0_0_0_0	Uganda	UG312	
	971	136521	0_9_0_5_10_2_0_0_0_0_0	0_9_0_5_10_2_0_0_0_0	0	0_9	0_9_0	0_9_0_5	0_9_0_5_10	0_9_0_5_10_2	0_9_0_5_10_2_0	0_9_0_5_10_2_0_0	0_9_0_5_10_2_0_0_0	Uganda	UG313	
	972	136522	0_16_9_1_1_0_2_0_0_0_0	0_16_9_1_1_0_2_0_0_0	0	0_16	0_16_9	0_16_9_1	0_16_9_1_1	0_16_9_1_1_0	0_16_9_1_1_0_2	0_16_9_1_1_0_2_0	0_16_9_1_1_0_2_0_0	Uganda	UG314	
	973	136523	0_16_0_1_36_0_0_0_0_0_0	0_16_0_1_36_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_36	0_16_0_1_36_0	0_16_0_1_36_0_0	0_16_0_1_36_0_0_0	0_16_0_1_36_0_0_0_0	Uganda	UG315	
	974	136524	0_0_23_29_0_2_0_0_0_0_0	0_0_23_29_0_2_0_0_0_0	0	0_0	0_0_23	0_0_23_29	0_0_23_29_0	0_0_23_29_0_2	0_0_23_29_0_2_0	0_0_23_29_0_2_0_0	0_0_23_29_0_2_0_0_0	Uganda	UG316	
	975	136525	0_9_0_5_11_0_0_0_0_0_0	0_9_0_5_11_0_0_0_0_0	0	0_9	0_9_0	0_9_0_5	0_9_0_5_11	0_9_0_5_11_0	0_9_0_5_11_0_0	0_9_0_5_11_0_0_0	0_9_0_5_11_0_0_0_0	Uganda	UG318	
	976	136526	0_9_0_5_9_0_0_0_0_1_0	0_9_0_5_9_0_0_0_0_1	0	0_9	0_9_0	0_9_0_5	0_9_0_5_9	0_9_0_5_9_0	0_9_0_5_9_0_0	0_9_0_5_9_0_0_0	0_9_0_5_9_0_0_0_0	Uganda	UG319	
	977	136527	0_2_21_0_15_0_0_0_0_0_0	0_2_21_0_15_0_0_0_0_0	0	0_2	0_2_21	0_2_21_0	0_2_21_0_15	0_2_21_0_15_0	0_2_21_0_15_0_0	0_2_21_0_15_0_0_0	0_2_21_0_15_0_0_0_0	Uganda	UG320	
	978	136528	0_0_23_15_4_0_0_0_0_0_0	0_0_23_15_4_0_0_0_0_0	0	0_0	0_0_23	0_0_23_15	0_0_23_15_4	0_0_23_15_4_0	0_0_23_15_4_0_0	0_0_23_15_4_0_0_0	0_0_23_15_4_0_0_0_0	Uganda	UG321	
	979	136529	1_0_0_2_3_0_0_0_0_1_0	1_0_0_2_3_0_0_0_0_1	1	1_0	1_0_0	1_0_0_2	1_0_0_2_3	1_0_0_2_3_0	1_0_0_2_3_0_0	1_0_0_2_3_0_0_0	1_0_0_2_3_0_0_0_0	Uganda	UG322	
	980	136530	0_0_33_143_0_0_0_0_0_2_0	0_0_33_143_0_0_0_0_0_2	0	0_0	0_0_33	0_0_33_143	0_0_33_143_0	0_0_33_143_0_0	0_0_33_143_0_0_0	0_0_33_143_0_0_0_0	0_0_33_143_0_0_0_0_0	Uganda	UG324	
	981	136531	0_0_36_14_0_0_0_0_0_0_0	0_0_36_14_0_0_0_0_0_0	0	0_0	0_0_36	0_0_36_14	0_0_36_14_0	0_0_36_14_0_0	0_0_36_14_0_0_0	0_0_36_14_0_0_0_0	0_0_36_14_0_0_0_0_0	Uganda	UG325	
	982	136532	0_2_55_4_0_0_0_0_0_0_0	0_2_55_4_0_0_0_0_0_0	0	0_2	0_2_55	0_2_55_4	0_2_55_4_0	0_2_55_4_0_0	0_2_55_4_0_0_0	0_2_55_4_0_0_0_0	0_2_55_4_0_0_0_0_0	Uganda	UG326	
	983	136533	0_0_36_14_0_0_0_0_0_1_0	0_0_36_14_0_0_0_0_0_1	0	0_0	0_0_36	0_0_36_14	0_0_36_14_0	0_0_36_14_0_0	0_0_36_14_0_0_0	0_0_36_14_0_0_0_0	0_0_36_14_0_0_0_0_0	Uganda	UG327	
	984	136534	0_2_55_3_2_0_0_0_0_0_0	0_2_55_3_2_0_0_0_0_0	0	0_2	0_2_55	0_2_55_3	0_2_55_3_2	0_2_55_3_2_0	0_2_55_3_2_0_0	0_2_55_3_2_0_0_0	0_2_55_3_2_0_0_0_0	Uganda	UG328	
	985	136535	0_16_0_13_0_0_0_0_0_1_0	0_16_0_13_0_0_0_0_0_1	0	0_16	0_16_0	0_16_0_13	0_16_0_13_0	0_16_0_13_0_0	0_16_0_13_0_0_0	0_16_0_13_0_0_0_0	0_16_0_13_0_0_0_0_0	Uganda	UG329	
	986	136536	0_16_12_0_0_1_0_0_0_0_0	0_16_12_0_0_1_0_0_0_0	0	0_16	0_16_12	0_16_12_0	0_16_12_0_0	0_16_12_0_0_1	0_16_12_0_0_1_0	0_16_12_0_0_1_0_0	0_16_12_0_0_1_0_0_0	Uganda	UG331	
	987	136537	0_0_33_146_0_0_0_0_0_0_0	0_0_33_146_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_146	0_0_33_146_0	0_0_33_146_0_0	0_0_33_146_0_0_0	0_0_33_146_0_0_0_0	0_0_33_146_0_0_0_0_0	Uganda	UG332	
	988	136538	16_1_0_18_0_0_0_0_0_0_0	16_1_0_18_0_0_0_0_0_0	16	16_1	16_1_0	16_1_0_18	16_1_0_18_0	16_1_0_18_0_0	16_1_0_18_0_0_0	16_1_0_18_0_0_0_0	16_1_0_18_0_0_0_0_0	Uganda	UG333	
	989	136539	0_0_33_143_0_0_0_0_0_1_0	0_0_33_143_0_0_0_0_0_1	0	0_0	0_0_33	0_0_33_143	0_0_33_143_0	0_0_33_143_0_0	0_0_33_143_0_0_0	0_0_33_143_0_0_0_0	0_0_33_143_0_0_0_0_0	Uganda	UG334	
	990	136540	16_1_0_3_2_0_0_1_0_0_0	16_1_0_3_2_0_0_1_0_0	16	16_1	16_1_0	16_1_0_3	16_1_0_3_2	16_1_0_3_2_0	16_1_0_3_2_0_0	16_1_0_3_2_0_0_1	16_1_0_3_2_0_0_1_0	Uganda	UG335	
	991	136541	0_2_55_4_0_0_0_0_0_1_0	0_2_55_4_0_0_0_0_0_1	0	0_2	0_2_55	0_2_55_4	0_2_55_4_0	0_2_55_4_0_0	0_2_55_4_0_0_0	0_2_55_4_0_0_0_0	0_2_55_4_0_0_0_0_0	Uganda	UG336	
	992	136542	0_0_33_53_7_0_0_0_0_0_0	0_0_33_53_7_0_0_0_0_0	0	0_0	0_0_33	0_0_33_53	0_0_33_53_7	0_0_33_53_7_0	0_0_33_53_7_0_0	0_0_33_53_7_0_0_0	0_0_33_53_7_0_0_0_0	Uganda	UG338	
	993	136543	0_9_0_5_9_0_0_0_0_2_0	0_9_0_5_9_0_0_0_0_2	0	0_9	0_9_0	0_9_0_5	0_9_0_5_9	0_9_0_5_9_0	0_9_0_5_9_0_0	0_9_0_5_9_0_0_0	0_9_0_5_9_0_0_0_0	Uganda	UG339	
	994	136544	0_0_36_15_0_0_0_0_0_0_0	0_0_36_15_0_0_0_0_0_0	0	0_0	0_0_36	0_0_36_15	0_0_36_15_0	0_0_36_15_0_0	0_0_36_15_0_0_0	0_0_36_15_0_0_0_0	0_0_36_15_0_0_0_0_0	Uganda	UG340	
	995	136545	0_0_36_15_0_0_0_0_0_0_0	0_0_36_15_0_0_0_0_0_0	0	0_0	0_0_36	0_0_36_15	0_0_36_15_0	0_0_36_15_0_0	0_0_36_15_0_0_0	0_0_36_15_0_0_0_0	0_0_36_15_0_0_0_0_0	Uganda	UG341	
	996	136546	0_16_12_0_0_1_0_0_0_0_0	0_16_12_0_0_1_0_0_0_0	0	0_16	0_16_12	0_16_12_0	0_16_12_0_0	0_16_12_0_0_1	0_16_12_0_0_1_0	0_16_12_0_0_1_0_0	0_16_12_0_0_1_0_0_0	Uganda	UG342	
	997	136547	0_16_0_1_24_3_0_0_0_0_0	0_16_0_1_24_3_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_24	0_16_0_1_24_3	0_16_0_1_24_3_0	0_16_0_1_24_3_0_0	0_16_0_1_24_3_0_0_0	Uganda	UG344	
	998	136548	0_0_33_135_0_0_0_0_1_0_0	0_0_33_135_0_0_0_0_1_0	0	0_0	0_0_33	0_0_33_135	0_0_33_135_0	0_0_33_135_0_0	0_0_33_135_0_0_0	0_0_33_135_0_0_0_0	0_0_33_135_0_0_0_0_1	Uganda	UG346	
	999	136549	0_0_33_149_0_0_0_0_0_0_0	0_0_33_149_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_149	0_0_33_149_0	0_0_33_149_0_0	0_0_33_149_0_0_0	0_0_33_149_0_0_0_0	0_0_33_149_0_0_0_0_0	Uganda	UG347	
	1000	136550	14_0_2_0_1_0_0_0_0_0_0	14_0_2_0_1_0_0_0_0_0	14	14_0	14_0_2	14_0_2_0	14_0_2_0_1	14_0_2_0_1_0	14_0_2_0_1_0_0	14_0_2_0_1_0_0_0	14_0_2_0_1_0_0_0_0	Uganda	UG349	
	1001	136551	0_16_9_1_5_0_0_0_0_0_0	0_16_9_1_5_0_0_0_0_0	0	0_16	0_16_9	0_16_9_1	0_16_9_1_5	0_16_9_1_5_0	0_16_9_1_5_0_0	0_16_9_1_5_0_0_0	0_16_9_1_5_0_0_0_0	Uganda	UG350	
	1002	136552	0_0_36_4_9_0_0_0_0_0_0	0_0_36_4_9_0_0_0_0_0	0	0_0	0_0_36	0_0_36_4	0_0_36_4_9	0_0_36_4_9_0	0_0_36_4_9_0_0	0_0_36_4_9_0_0_0	0_0_36_4_9_0_0_0_0	Uganda	UG351	
	1003	136553	0_0_36_4_9_0_0_0_0_1_0	0_0_36_4_9_0_0_0_0_1	0	0_0	0_0_36	0_0_36_4	0_0_36_4_9	0_0_36_4_9_0	0_0_36_4_9_0_0	0_0_36_4_9_0_0_0	0_0_36_4_9_0_0_0_0	Uganda	UG352	
	1004	136554	0_16_0_7_4_0_0_0_0_0_0	0_16_0_7_4_0_0_0_0_0	0	0_16	0_16_0	0_16_0_7	0_16_0_7_4	0_16_0_7_4_0	0_16_0_7_4_0_0	0_16_0_7_4_0_0_0	0_16_0_7_4_0_0_0_0	Uganda	UG353	
	1005	136555	0_16_4_0_14_3_0_0_0_0_0	0_16_4_0_14_3_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_14	0_16_4_0_14_3	0_16_4_0_14_3_0	0_16_4_0_14_3_0_0	0_16_4_0_14_3_0_0_0	Uganda	UG354	
	1006	136556	0_16_9_1_5_0_1_0_0_0_0	0_16_9_1_5_0_1_0_0_0	0	0_16	0_16_9	0_16_9_1	0_16_9_1_5	0_16_9_1_5_0	0_16_9_1_5_0_1	0_16_9_1_5_0_1_0	0_16_9_1_5_0_1_0_0	Uganda	UG355	
	1007	136557	0_16_9_2_1_0_0_0_0_0_0	0_16_9_2_1_0_0_0_0_0	0	0_16	0_16_9	0_16_9_2	0_16_9_2_1	0_16_9_2_1_0	0_16_9_2_1_0_0	0_16_9_2_1_0_0_0	0_16_9_2_1_0_0_0_0	Uganda	UG357	
	1008	136558	0_0_23_15_6_0_0_0_0_0_0	0_0_23_15_6_0_0_0_0_0	0	0_0	0_0_23	0_0_23_15	0_0_23_15_6	0_0_23_15_6_0	0_0_23_15_6_0_0	0_0_23_15_6_0_0_0	0_0_23_15_6_0_0_0_0	Uganda	UG359	
	1009	136559	0_9_0_5_22_0_0_0_0_0_0	0_9_0_5_22_0_0_0_0_0	0	0_9	0_9_0	0_9_0_5	0_9_0_5_22	0_9_0_5_22_0	0_9_0_5_22_0_0	0_9_0_5_22_0_0_0	0_9_0_5_22_0_0_0_0	Uganda	UG360	
	1010	136560	1_0_0_3_0_0_0_0_0_0_0	1_0_0_3_0_0_0_0_0_0	1	1_0	1_0_0	1_0_0_3	1_0_0_3_0	1_0_0_3_0_0	1_0_0_3_0_0_0	1_0_0_3_0_0_0_0	1_0_0_3_0_0_0_0_0	Uganda	UG361	
	1011	136561	16_1_0_17_0_0_0_0_0_0_0	16_1_0_17_0_0_0_0_0_0	16	16_1	16_1_0	16_1_0_17	16_1_0_17_0	16_1_0_17_0_0	16_1_0_17_0_0_0	16_1_0_17_0_0_0_0	16_1_0_17_0_0_0_0_0	Uganda	UG362	
	1012	136562	0_16_12_0_0_1_0_0_0_0_0	0_16_12_0_0_1_0_0_0_0	0	0_16	0_16_12	0_16_12_0	0_16_12_0_0	0_16_12_0_0_1	0_16_12_0_0_1_0	0_16_12_0_0_1_0_0	0_16_12_0_0_1_0_0_0	Uganda	UG363	
	1013	136563	0_16_9_3_0_1_0_0_0_0_0	0_16_9_3_0_1_0_0_0_0	0	0_16	0_16_9	0_16_9_3	0_16_9_3_0	0_16_9_3_0_1	0_16_9_3_0_1_0	0_16_9_3_0_1_0_0	0_16_9_3_0_1_0_0_0	Uganda	UG364	
	1014	136564	0_0_33_124_6_0_0_0_0_1_0	0_0_33_124_6_0_0_0_0_1	0	0_0	0_0_33	0_0_33_124	0_0_33_124_6	0_0_33_124_6_0	0_0_33_124_6_0_0	0_0_33_124_6_0_0_0	0_0_33_124_6_0_0_0_0	Uganda	UG365	
	1015	136565	0_0_47_26_0_0_0_0_0_0_0	0_0_47_26_0_0_0_0_0_0	0	0_0	0_0_47	0_0_47_26	0_0_47_26_0	0_0_47_26_0_0	0_0_47_26_0_0_0	0_0_47_26_0_0_0_0	0_0_47_26_0_0_0_0_0	Uganda	UG367	
	1016	136566	0_16_9_5_0_0_0_0_0_0_0	0_16_9_5_0_0_0_0_0_0	0	0_16	0_16_9	0_16_9_5	0_16_9_5_0	0_16_9_5_0_0	0_16_9_5_0_0_0	0_16_9_5_0_0_0_0	0_16_9_5_0_0_0_0_0	Uganda	UG368	
	1017	136567	0_0_33_133_0_0_0_0_0_0_0	0_0_33_133_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_133	0_0_33_133_0	0_0_33_133_0_0	0_0_33_133_0_0_0	0_0_33_133_0_0_0_0	0_0_33_133_0_0_0_0_0	Uganda	UG369	
	1018	136568	0_9_0_5_9_0_0_0_0_1_0	0_9_0_5_9_0_0_0_0_1	0	0_9	0_9_0	0_9_0_5	0_9_0_5_9	0_9_0_5_9_0	0_9_0_5_9_0_0	0_9_0_5_9_0_0_0	0_9_0_5_9_0_0_0_0	Uganda	UG370	
	1019	136569	0_0_33_54_2_0_0_0_0_0_0	0_0_33_54_2_0_0_0_0_0	0	0_0	0_0_33	0_0_33_54	0_0_33_54_2	0_0_33_54_2_0	0_0_33_54_2_0_0	0_0_33_54_2_0_0_0	0_0_33_54_2_0_0_0_0	Uganda	UG371	
	1020	136570	0_9_0_7_1_0_0_0_0_0_0	0_9_0_7_1_0_0_0_0_0	0	0_9	0_9_0	0_9_0_7	0_9_0_7_1	0_9_0_7_1_0	0_9_0_7_1_0_0	0_9_0_7_1_0_0_0	0_9_0_7_1_0_0_0_0	Uganda	UG372	
	1021	136571	0_16_0_1_31_0_0_0_0_0_0	0_16_0_1_31_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_31	0_16_0_1_31_0	0_16_0_1_31_0_0	0_16_0_1_31_0_0_0	0_16_0_1_31_0_0_0_0	Uganda	UG373	
	1022	136572	0_0_23_15_0_3_0_0_0_0_0	0_0_23_15_0_3_0_0_0_0	0	0_0	0_0_23	0_0_23_15	0_0_23_15_0	0_0_23_15_0_3	0_0_23_15_0_3_0	0_0_23_15_0_3_0_0	0_0_23_15_0_3_0_0_0	Uganda	UG375	
	1023	136573	0_9_0_5_17_0_0_0_0_0_0	0_9_0_5_17_0_0_0_0_0	0	0_9	0_9_0	0_9_0_5	0_9_0_5_17	0_9_0_5_17_0	0_9_0_5_17_0_0	0_9_0_5_17_0_0_0	0_9_0_5_17_0_0_0_0	Uganda	UG376	
	1024	136574	0_16_9_5_0_0_0_0_0_0_0	0_16_9_5_0_0_0_0_0_0	0	0_16	0_16_9	0_16_9_5	0_16_9_5_0	0_16_9_5_0_0	0_16_9_5_0_0_0	0_16_9_5_0_0_0_0	0_16_9_5_0_0_0_0_0	Uganda	UG378	
	1025	136575	0_16_9_1_6_0_0_0_0_0_0	0_16_9_1_6_0_0_0_0_0	0	0_16	0_16_9	0_16_9_1	0_16_9_1_6	0_16_9_1_6_0	0_16_9_1_6_0_0	0_16_9_1_6_0_0_0	0_16_9_1_6_0_0_0_0	Uganda	UG379	
	1026	136576	0_9_0_5_9_0_0_0_0_1_0	0_9_0_5_9_0_0_0_0_1	0	0_9	0_9_0	0_9_0_5	0_9_0_5_9	0_9_0_5_9_0	0_9_0_5_9_0_0	0_9_0_5_9_0_0_0	0_9_0_5_9_0_0_0_0	Uganda	UG380	
	1027	136577	0_0_36_4_30_0_0_0_0_0_0	0_0_36_4_30_0_0_0_0_0	0	0_0	0_0_36	0_0_36_4	0_0_36_4_30	0_0_36_4_30_0	0_0_36_4_30_0_0	0_0_36_4_30_0_0_0	0_0_36_4_30_0_0_0_0	Uganda	UG381	
	1028	136578	16_1_0_2_2_0_0_0_0_0_0	16_1_0_2_2_0_0_0_0_0	16	16_1	16_1_0	16_1_0_2	16_1_0_2_2	16_1_0_2_2_0	16_1_0_2_2_0_0	16_1_0_2_2_0_0_0	16_1_0_2_2_0_0_0_0	Uganda	UG382	
	1029	136579	0_0_36_11_0_0_0_0_0_0_0	0_0_36_11_0_0_0_0_0_0	0	0_0	0_0_36	0_0_36_11	0_0_36_11_0	0_0_36_11_0_0	0_0_36_11_0_0_0	0_0_36_11_0_0_0_0	0_0_36_11_0_0_0_0_0	Uganda	UG383	
	1030	136580	0_0_33_124_2_0_0_0_0_0_0	0_0_33_124_2_0_0_0_0_0	0	0_0	0_0_33	0_0_33_124	0_0_33_124_2	0_0_33_124_2_0	0_0_33_124_2_0_0	0_0_33_124_2_0_0_0	0_0_33_124_2_0_0_0_0	Uganda	UG384	
	1031	136581	0_0_47_26_0_0_0_0_0_1_0	0_0_47_26_0_0_0_0_0_1	0	0_0	0_0_47	0_0_47_26	0_0_47_26_0	0_0_47_26_0_0	0_0_47_26_0_0_0	0_0_47_26_0_0_0_0	0_0_47_26_0_0_0_0_0	Uganda	UG385	
	1032	136582	0_16_9_3_1_0_0_0_0_0_0	0_16_9_3_1_0_0_0_0_0	0	0_16	0_16_9	0_16_9_3	0_16_9_3_1	0_16_9_3_1_0	0_16_9_3_1_0_0	0_16_9_3_1_0_0_0	0_16_9_3_1_0_0_0_0	Uganda	UG386	
